Date,Open,High,Low,Close,Volume
2013-01-01,177.601078567335,177.601078567335,174.846633783033,176.355618379595,2356
2013-01-02,176.355618379595,176.355618379595,175.110098799381,175.589158497727,2976
2013-01-03,175.80469378725,175.80469378725,174.607103933861,175.397558375378,372
2013-01-06,174.128103627989,174.607103933861,171.253923615339,171.517388631686,8431
2013-01-07,173.864638611641,173.864638611641,173.768838550467,173.816708884817,248
2013-01-08,173.792773717642,174.846633783033,172.499383803078,173.625108762469,2232
2013-01-09,174.128103627989,174.128103627989,173.649043929644,173.768838550467,2232
2013-01-10,173.649043929644,174.343698309987,173.43350864012,173.984373839991,3348
2013-01-13,174.391568644337,174.391568644337,172.691043317901,173.481438366945,1736
2013-01-14,173.649043929644,173.649043929644,172.451513468728,172.667048758252,2976
2013-01-15,172.9305137746,172.9305137746,172.499383803078,172.81077854625,496
2013-01-16,172.81077854625,173.601173595294,172.451513468728,172.8586488806,3844
2013-01-17,172.9305137746,176.714883457117,172.9305137746,175.277763754555,4339
2013-01-20,176.044223636423,177.241813489813,174.487368705511,176.283753485596,2852
2013-01-21,174.367633477162,174.367633477162,174.128103627989,174.271774023513,496
2013-01-22,174.822758008333,174.846633783033,173.912568338466,174.63109849351,3472
2013-01-23,175.565223330552,176.499348167594,175.325693481379,175.852623514074,1736
2013-01-24,176.523283334769,176.523283334769,174.415503811512,174.67896882786,11159
2013-01-27,175.086163632206,175.565223330552,173.409573472945,174.032303566815,8059
2013-01-28,174.128103627989,176.738878016766,174.128103627989,175.900553240899,4835
2013-01-29,176.044223636423,178.439403343202,176.044223636423,177.241813489813,6199
2013-01-30,177.265748656988,177.265748656988,174.870628342683,175.996293909599,11035
2013-01-31,177.00228364064,177.00228364064,175.996293909599,176.235883151246,1984
2013-02-03,176.044223636423,177.313678383812,176.044223636423,176.547218501944,4215
2013-02-04,177.241813489813,177.720873188158,176.882548412291,177.217878322638,4835
2013-02-05,177.241813489813,178.678933192375,177.241813489813,177.816673249333,2604
