Date,Open,High,Low,Close,Volume
2013-01-01,34.3701666953085,34.4951491196551,34.3701666953085,34.4326579074818,5500
2013-01-02,34.057710634442,34.3076754831352,33.8702369979222,33.9952194222687,8000
2013-01-03,34.057710634442,34.3701666953085,34.057710634442,34.1202018466153,11000
2013-01-06,34.057710634442,34.6201315440016,34.057710634442,34.2451842709619,1500
2013-01-07,34.2451842709619,34.2451842709619,33.182833664016,33.5577809370557,6500
2013-01-08,33.8077457857489,34.1826930587886,33.8077457857489,33.9327282100955,3000
2013-01-09,34.6826227561749,34.6826227561749,33.3078160883626,33.4952897248824,5500
2013-01-10,33.3078160883626,33.9952194222687,33.3078160883626,33.3703073005359,9000
2013-01-13,33.5577809370557,33.5577809370557,33.4327985127091,33.4327985127091,19500
2013-01-14,32.9953600274961,34.1826930587886,32.9953600274961,33.4327985127091,11000
2013-01-15,33.3703073005359,33.6827633614023,33.1203424518427,33.3078160883626,9500
2013-01-16,33.182833664016,34.3701666953085,33.1203424518427,33.8077457857489,20000
2013-01-17,33.8702369979222,34.057710634442,33.2453248761893,33.3078160883626,47500
2013-01-20,33.2453248761893,33.4327985127091,33.1203424518427,33.1203424518427,13500
2013-01-21,33.1203424518427,33.3078160883626,33.1203424518427,33.1203424518427,8500
2013-01-22,33.7452545735756,33.9327282100955,33.182833664016,33.4327985127091,7500
2013-01-23,33.4952897248824,33.7452545735756,33.3078160883626,33.5577809370557,4000
2013-01-24,33.8702369979222,33.9952194222687,33.5577809370557,33.8702369979222,99000
2013-01-27,34.2451842709619,34.3076754831352,33.6827633614023,33.8077457857489,52000
2013-01-28,33.2453248761893,35.5574997266009,33.2453248761893,35.1200612413879,112000
2013-01-29,35.4325173022544,36.2449030605071,34.7451139683482,35.1825524535612,109000
2013-01-30,35.4325173022544,35.994938211814,34.8076051805215,35.3075348779078,29500
2013-01-31,35.5574997266009,35.6199909387742,35.0575700292146,35.3075348779078,53000
2013-02-03,35.3075348779078,36.3698854848537,35.3075348779078,35.994938211814,32000
2013-02-04,36.3698854848537,37.2447624552797,35.6199909387742,36.6823415457201,97000
2013-02-05,37.0572888187599,38.1196394257058,36.2449030605071,37.8696745770126,140500
2013-02-06,37.4947273039729,38.5570779109188,37.4947273039729,37.6822009404927,69000
2013-02-07,38.1196394257058,39.681919730038,38.0571482135325,38.2446218500523,60000
2013-02-10,39.1194988204784,39.1194988204784,38.1196394257058,38.6820603352654,47000
2013-02-11,39.0570076083051,39.6194285178647,38.3696042743989,38.8070427596119,55000
2013-02-12,39.0570076083051,39.4319548813448,38.1196394257058,38.5570779109188,174000
2013-02-13,38.182130637879,39.1819900326517,38.182130637879,38.6820603352654,34500
2013-02-14,38.7445515474386,39.5569373056914,38.7445515474386,39.3069724569982,60000
2013-02-17,39.9943757909044,39.9943757909044,39.3069724569982,39.4944460935181,88500
2013-02-18,39.3694636691715,40.2443406395976,38.8695339717852,39.3069724569982,103500
2013-02-19,38.7445515474386,39.3694636691715,38.1196394257058,38.6820603352654,55000
2013-02-20,38.2446218500523,38.7445515474386,38.1196394257058,38.4945866987455,47000
2013-02-24,37.5572185161462,39.1819900326517,37.307253667453,37.744692152666,60000
2013-02-25,37.4947273039729,38.3071130622256,36.86981518224,37.6822009404927,35500
2013-02-26,38.0571482135325,38.0571482135325,37.4947273039729,37.9321657891859,4000
2013-02-27,38.0571482135325,38.0571482135325,34.9950788170414,37.1197800309331,82500
2013-02-28,36.5573591213736,37.4947273039729,36.2449030605071,36.5573591213736,13500
2013-03-03,35.7449733631208,35.7449733631208,34.3701666953085,35.1825524535612,8500
2013-03-04,35.3700260900811,36.6823415457201,35.3075348779078,35.8074645752941,9500
2013-03-05,36.3698854848537,36.3698854848537,35.8699557874674,35.994938211814,12000
2013-03-06,35.1825524535612,36.1199206361605,35.1200612413879,35.8699557874674,20000
2013-03-07,35.3075348779078,36.2449030605071,35.3075348779078,35.994938211814,24000
2013-03-10,35.6199909387742,35.6199909387742,33.9327282100955,34.6826227561749,10500
2013-03-11,31.6830445718571,35.4950085144277,31.6830445718571,34.2451842709619,22000
2013-03-12,34.3701666953085,34.9950788170414,33.4327985127091,33.9952194222687,29000
2013-03-13,35.3075348779078,35.3075348779078,33.9952194222687,34.3701666953085,3000
2013-03-14,34.3701666953085,34.6826227561749,33.4952897248824,34.3076754831352,52000
2013-03-18,33.4327985127091,34.057710634442,33.4327985127091,33.620272149229,4000
2013-03-19,33.8077457857489,34.3076754831352,33.7452545735756,33.8077457857489,4500
2013-03-20,34.9325876048681,37.1822712431064,33.8077457857489,34.6201315440016,9500
2013-03-24,32.9953600274961,34.1826930587886,32.4954303301098,32.9328688153228,18500
2013-03-25,32.8078863909763,32.9328688153228,32.8078863909763,32.8078863909763,3500
2013-03-27,31.2456060866441,31.3080972988174,31.2456060866441,31.2456060866441,3500
2013-03-28,31.5580621475105,33.4327985127091,31.5580621475105,32.9953600274961,4500
2013-03-31,31.5580621475105,33.1203424518427,31.5580621475105,33.0578512396694,55000
